id,carat,cut,color,clarity,depth,table,x,y,z,theta1,theta2,price
41206,0.53,Ideal,H,SI1,61.5,54.0,5.21,5.26,3.22,8,14,1205
35120,0.53,Premium,F,I1,61.3,58.0,5.22,5.18,3.19,8,15,886
45813,0.53,Premium,F,VS2,61.6,57.1,5.15,5.21,3.19,8,16,1712
44453,0.53,Good,G,VS1,63.8,56.0,5.17,5.11,3.28,8,22,1591
45917,0.53,Ideal,G,VS1,61.9,56.0,5.19,5.21,3.22,8,23,1721
45916,0.53,Ideal,E,VS2,61.4,56.0,5.18,5.25,3.2,8,24,1721
45915,0.53,Ideal,E,VS2,61.9,56.0,5.19,5.21,3.22,8,25,1721
45914,0.53,Ideal,E,VS2,60.0,57.0,5.24,5.3,3.16,8,27,1721
45913,0.53,Premium,G,VS1,62.4,58.0,5.16,5.2,3.23,8,29,1721
45912,0.53,Ideal,G,VS1,62.7,55.0,5.16,5.18,3.24,8,30,1721
51419,0.53,Ideal,G,IF,62.1,57.0,5.16,5.21,3.22,8,31,2372
578,0.53,Ideal,F,VVS1,61.4,57.0,5.2,5.23,3.2,8,33,2834
43427,0.53,'Very Good',D,SI1,59.1,59.0,5.27,5.33,3.13,9,5,1415
45910,0.53,Premium,E,VS2,60.9,60.0,5.16,5.22,3.16,9,7,1721
3110,0.53,Ideal,E,VVS1,61.5,54.0,5.23,5.25,3.22,9,8,3323
41058,0.53,'Very Good',I,VS2,60.3,60.1,5.22,5.25,3.16,9,9,1190
45919,0.53,'Very Good',E,VS2,61.6,57.0,5.18,5.21,3.2,9,11,1721
47092,0.53,Ideal,D,VS2,61.1,56.0,5.28,5.24,3.21,9,14,1825
47096,0.53,'Very Good',D,VS2,63.4,55.0,5.23,5.11,3.28,9,15,1825
52151,0.53,'Very Good',D,VVS2,61.1,55.0,5.22,5.28,3.21,9,18,2472
47102,0.53,'Very Good',G,VVS2,62.2,54.0,5.19,5.23,3.23,9,23,1827
41850,0.53,Ideal,G,SI1,61.8,58.0,5.16,5.19,3.2,9,24,1255
38324,0.53,Ideal,H,SI2,61.6,54.0,5.22,5.26,3.23,9,25,1020
41851,0.53,Ideal,G,SI1,62.0,60.0,5.18,5.2,3.22,9,27,1255
38325,0.53,Ideal,H,SI2,61.9,54.0,5.21,5.23,3.23,9,29,1020
47108,0.53,Ideal,E,VS1,60.9,57.0,5.25,5.19,3.18,9,30,1827
42403,0.53,Ideal,G,SI1,62.7,55.0,5.15,5.19,3.24,9,31,1308
48285,0.53,Ideal,E,VS2,60.8,56.0,5.28,5.25,3.21,9,33,1956
48261,0.53,Ideal,G,VVS2,60.8,57.0,5.24,5.28,3.2,10,5,1955
50586,0.53,Good,F,VVS2,62.5,65.0,5.11,5.17,3.21,10,11,2281
43411,0.53,Ideal,H,VS2,62.6,57.0,5.17,5.15,3.23,10,15,1412
42130,0.53,Ideal,I,VS2,60.3,60.0,5.25,5.22,3.16,10,16,1279
53131,0.53,Ideal,F,VVS1,61.4,56.0,5.21,5.25,3.21,10,19,2618
49870,0.53,Ideal,F,VVS2,62.2,54.0,5.19,5.22,3.24,10,23,2175
49871,0.53,Ideal,F,VVS2,62.1,56.0,5.15,5.22,3.22,10,24,2175
43412,0.53,Premium,H,VS2,61.4,52.0,5.29,5.26,3.24,10,27,1412
49886,0.53,Ideal,F,VVS2,62.0,57.0,5.17,5.2,3.21,10,33,2177
48785,0.53,Ideal,D,SI1,60.4,57.0,5.28,5.31,3.2,11,5,2021
48770,0.53,Ideal,E,VS1,61.6,55.6,5.19,5.24,3.22,11,6,2019
46424,0.53,Ideal,E,SI1,60.9,57.0,5.21,5.24,3.18,11,7,1769
46425,0.53,Good,G,VVS2,64.3,58.0,5.11,5.15,3.3,11,8,1769
41406,0.53,Good,E,SI1,63.6,56.0,5.19,5.1,3.27,11,9,1224
41395,0.53,Ideal,E,SI2,60.9,57.0,5.21,5.23,3.18,11,10,1223
42131,0.53,Ideal,F,SI2,63.0,54.0,5.24,5.19,3.29,11,11,1279
45484,0.53,Ideal,H,VS1,61.7,56.0,5.21,5.23,3.22,11,13,1678
45485,0.53,Ideal,H,VS1,61.6,55.0,5.2,5.22,3.21,11,15,1678
45486,0.53,Ideal,H,VS1,61.8,56.0,5.22,5.26,3.24,11,17,1678
46422,0.53,Ideal,G,VS2,61.6,57.0,5.15,5.2,3.19,11,19,1769
48786,0.53,Ideal,D,SI1,61.5,55.0,5.19,5.22,3.2,11,21,2021
43410,0.53,Ideal,D,SI2,61.9,55.0,5.24,5.19,3.23,11,23,1412
42506,0.53,'Very Good',F,SI1,60.9,60.0,5.16,5.22,3.16,11,25,1322
43409,0.53,Ideal,D,SI2,61.4,56.0,5.24,5.22,3.21,11,27,1412
44052,0.53,Ideal,G,SI1,61.1,55.0,5.24,5.26,3.21,11,28,1549
42551,0.53,'Very Good',E,SI1,63.3,56.0,5.13,5.17,3.26,11,29,1326
38898,0.53,Ideal,I,SI1,62.8,57.0,5.15,5.2,3.25,11,30,1052
45043,0.53,Ideal,F,SI1,61.5,56.0,5.2,5.24,3.21,11,31,1639
45044,0.53,Ideal,F,SI1,61.9,55.0,5.19,5.21,3.22,11,32,1639
44953,0.53,'Very Good',G,VS1,60.9,56.0,5.24,5.27,3.2,11,33,1636
40848,0.53,Ideal,I,VS2,61.9,54.0,5.21,5.23,3.23,12,13,1173
48832,0.53,Ideal,F,VVS2,62.7,56.0,5.16,6.2,3.25,12,14,2030
45449,0.53,Ideal,H,VVS2,61.8,56.0,5.2,5.22,3.22,12,15,1674
44040,0.53,'Very Good',H,VVS2,61.3,61.0,5.15,5.2,3.17,12,16,1548
41413,0.53,'Very Good',D,SI2,59.3,61.0,5.26,5.29,3.13,12,18,1226
45466,0.53,Ideal,E,VS2,61.8,56.0,5.17,5.21,3.21,12,19,1676
42507,0.53,'Very Good',F,SI1,62.5,57.0,5.19,5.24,3.26,12,22,1322
49846,0.53,'Very Good',D,VS1,60.5,58.0,5.27,5.3,3.2,12,23,2170
46404,0.53,Premium,F,VS1,59.4,58.0,5.32,5.28,3.15,12,25,1766
46441,0.53,Ideal,E,VS1,60.4,57.0,5.27,5.26,3.18,13,5,1772
46443,0.53,Ideal,G,VS1,61.6,55.7,5.21,5.24,3.22,13,7,1772
45489,0.53,'Very Good',E,VS2,63.5,59.0,5.17,5.13,3.27,13,8,1678
48741,0.53,Ideal,G,VVS1,61.3,56.0,5.22,5.26,3.21,13,10,2015
46112,0.53,Ideal,H,VVS1,62.4,54.0,5.18,5.2,3.24,13,11,1743
46111,0.53,Ideal,H,VVS1,61.6,54.0,5.2,5.25,3.22,13,12,1743
41353,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,13,15,1218
44919,0.53,Ideal,D,SI1,61.7,56.0,5.15,5.23,3.2,13,16,1631
1933,0.53,Ideal,E,VVS1,61.8,55.0,5.19,5.24,3.22,13,17,3084
46516,0.53,Ideal,H,VVS1,60.8,56.0,5.24,5.26,3.19,13,18,1781
46517,0.53,Ideal,H,VVS1,61.3,56.0,5.21,5.23,3.2,13,19,1781
46518,0.53,Ideal,H,VVS1,61.3,56.0,5.22,5.24,3.21,13,22,1781
44918,0.53,Premium,F,VS2,61.4,60.0,5.18,5.21,3.19,13,23,1631
44917,0.53,'Very Good',F,VS2,60.6,55.0,5.23,5.26,3.18,13,27,1631
44916,0.53,Ideal,D,SI1,62.2,56.0,5.19,5.23,3.24,13,30,1631
44914,0.53,Premium,D,SI1,61.0,58.0,5.18,5.22,3.17,13,32,1631
44913,0.53,Ideal,F,VS2,61.5,55.0,5.2,5.27,3.22,13,33,1631
44912,0.53,Ideal,F,VS2,61.8,55.0,5.19,5.23,3.22,14,7,1631
44911,0.53,'Very Good',F,VS2,61.9,58.0,5.17,5.2,3.21,14,8,1631
44910,0.53,Ideal,D,SI1,62.0,55.0,5.22,5.24,3.24,14,9,1631
44909,0.53,'Very Good',D,SI1,61.4,57.0,5.2,5.26,3.21,14,14,1631
44906,0.53,Ideal,F,VS1,61.7,56.0,5.2,5.22,3.21,14,15,1630
46113,0.53,Ideal,E,VS2,60.7,57.0,5.27,5.3,3.2,14,17,1743
49794,0.53,Ideal,E,VS2,61.8,55.0,5.21,5.24,3.23,14,20,2163
48664,0.53,Ideal,G,VVS1,61.4,57.0,5.18,5.21,3.19,14,21,2001
45519,0.53,Ideal,D,SI1,62.3,56.0,5.18,5.15,3.22,14,23,1683
48286,0.53,Ideal,E,VS2,62.3,57.0,5.23,5.19,3.25,14,24,1956
46466,0.53,Ideal,H,VVS1,62.2,56.0,5.16,5.2,3.22,14,25,1775
46467,0.53,Good,D,VS1,60.2,56.0,5.22,5.28,3.16,14,26,1775
40026,0.53,'Very Good',F,SI2,63.2,55.0,5.17,5.18,3.27,14,27,1110
40853,0.53,Premium,G,SI2,60.8,58.0,5.21,5.19,3.16,14,28,1173
40856,0.53,'Very Good',E,SI2,63.0,57.0,5.13,5.16,3.24,14,29,1174
41358,0.53,'Very Good',G,SI1,61.0,55.0,5.21,5.32,3.21,14,30,1219
42880,0.53,Ideal,F,SI1,62.6,55.0,5.17,5.22,3.25,14,31,1359
42879,0.53,Ideal,F,SI1,60.3,57.0,5.21,5.24,3.15,14,32,1359
42878,0.53,'Very Good',F,SI1,61.6,57.0,5.16,5.23,3.2,14,33,1359
48683,0.53,Ideal,G,VVS1,61.2,55.0,5.19,5.23,3.19,15,6,2005
40384,0.53,'Very Good',F,SI2,62.5,57.0,5.11,5.17,3.21,15,7,1132
40383,0.53,Good,H,SI1,63.7,55.0,5.12,5.15,3.27,15,9,1132
48681,0.53,Ideal,G,VVS1,60.8,56.0,5.22,5.24,3.18,15,11,2005
46471,0.53,Good,E,VS1,63.2,56.0,5.14,5.18,3.26,15,12,1776
46472,0.53,'Very Good',E,VS1,63.0,56.0,5.13,5.16,3.24,15,19,1776
40382,0.53,Premium,H,SI1,59.4,60.0,5.24,5.26,3.12,15,21,1132
45518,0.53,Ideal,F,VS2,62.3,55.0,5.2,5.17,3.23,15,22,1683
46475,0.53,Ideal,E,VS2,62.8,57.0,5.19,5.16,3.25,15,23,1776
53038,0.53,Ideal,E,VVS1,62.1,55.0,5.18,5.23,3.23,15,28,2604
45520,0.53,Ideal,D,SI1,62.0,57.0,5.23,5.19,3.23,15,29,1683
49764,0.53,Ideal,F,VVS2,60.8,56.0,5.22,5.24,3.18,16,6,2160
46241,0.53,Premium,F,VS2,61.4,60.0,5.21,5.18,3.19,16,7,1753
46242,0.53,Ideal,F,VS2,61.8,55.0,5.23,5.19,3.22,16,9,1753
46243,0.53,Ideal,F,VS2,61.5,55.0,5.27,5.2,3.22,16,13,1753
46244,0.53,Premium,D,SI1,61.4,57.0,5.26,5.2,3.21,16,14,1753
46247,0.53,Ideal,D,SI1,61.7,56.0,5.23,5.15,3.2,16,15,1753
46248,0.53,Premium,D,SI1,61.0,58.0,5.22,5.18,3.17,16,16,1753
44076,0.53,Ideal,I,VS1,61.8,55.0,5.19,5.23,3.22,16,17,1552
46240,0.53,Premium,F,VS2,61.9,58.0,5.2,5.17,3.21,16,18,1753
44132,0.53,'Very Good',H,VS1,63.3,56.0,5.13,5.17,3.26,16,19,1561
49142,0.53,Ideal,D,VS2,60.8,56.0,5.24,5.27,3.2,16,20,2067
45345,0.53,'Very Good',G,VS1,62.2,59.0,5.14,5.18,3.21,16,21,1664
41445,0.53,Ideal,E,SI2,61.2,55.0,5.23,5.26,3.21,16,26,1229
40830,0.53,Ideal,G,SI2,61.6,55.0,5.2,5.25,3.22,16,28,1171
46249,0.53,Ideal,D,SI1,62.2,56.0,5.23,5.19,3.24,16,29,1753
46250,0.53,Premium,D,SI1,61.6,59.0,5.2,5.16,3.19,16,32,1753
43371,0.53,Ideal,E,SI1,62.1,53.0,5.2,5.23,3.24,17,7,1408
39760,0.53,Ideal,I,SI1,61.5,56.0,5.21,5.23,3.21,17,10,1094
49088,0.53,Premium,E,VS2,59.6,58.0,5.36,5.32,3.18,17,11,2061
46238,0.53,Ideal,F,VS2,61.1,56.0,5.26,5.22,3.2,17,15,1753
41557,0.53,'Very Good',G,SI1,61.2,55.0,5.21,5.34,3.23,17,16,1237
39745,0.53,Ideal,G,SI2,62.4,56.0,5.18,5.14,3.22,17,17,1093
42896,0.53,Ideal,F,SI1,61.9,55.0,5.19,5.21,3.22,17,20,1360
42895,0.53,Ideal,F,SI1,61.8,56.0,5.19,5.23,3.22,17,30,1360
40389,0.53,Good,H,SI1,63.9,55.0,5.14,5.19,3.3,17,31,1132
39744,0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,18,5,1093
40390,0.53,'Very Good',F,SI2,60.5,60.0,5.19,5.23,3.15,18,6,1132
40391,0.53,Ideal,G,SI2,59.9,57.0,5.25,5.3,3.16,18,7,1132
42363,0.53,Ideal,E,SI1,61.2,54.0,5.21,5.25,3.2,18,9,1303
49363,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,18,10,2099
40573,0.53,'Very Good',H,SI1,61.7,60.0,5.17,5.21,3.2,18,13,1152
43360,0.53,'Very Good',E,SI1,63.0,55.0,5.14,5.18,3.25,18,14,1408
45370,0.53,Ideal,G,SI1,61.6,57.0,5.19,5.24,3.21,18,16,1665
49417,0.53,Ideal,G,VVS1,61.4,57.0,5.21,5.18,3.19,18,17,2106
44114,0.53,Premium,F,VS1,61.5,61.0,5.17,5.11,3.16,18,18,1558
43099,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,18,20,1383
41446,0.53,Ideal,E,SI2,60.8,57.0,5.23,5.26,3.19,18,21,1229
41551,0.53,Ideal,I,VS2,62.0,55.0,5.16,5.19,3.21,18,22,1236
42631,0.53,Good,E,SI1,64.1,54.0,5.11,5.16,3.29,18,23,1332
41428,0.53,'Very Good',E,SI2,63.2,54.0,5.19,5.16,3.27,18,24,1227
43406,0.53,Ideal,H,VS2,62.4,56.0,5.18,5.17,3.23,18,27,1412
44967,0.53,'Very Good',D,SI1,63.4,58.0,5.15,5.11,3.25,18,28,1636
43407,0.53,Ideal,D,SI2,62.9,54.0,5.17,5.13,3.24,18,32,1412
49701,0.53,Premium,D,VS1,60.0,61.0,5.3,5.26,3.17,18,33,2147
48945,0.53,Ideal,F,VS1,61.7,55.0,5.18,5.22,3.21,19,6,2046
48938,0.53,Ideal,F,VVS2,62.3,56.0,5.24,5.2,3.25,19,7,2045
44964,0.53,Good,D,SI1,63.8,56.0,5.16,5.12,3.28,19,11,1636
44963,0.53,Premium,F,VS2,62.1,58.0,5.21,5.16,3.22,19,12,1636
36395,0.53,Good,I,SI2,63.6,58.0,5.08,5.11,3.24,19,13,942
44962,0.53,'Very Good',F,VS2,63.4,56.0,5.16,5.13,3.26,19,14,1636
49728,0.53,Ideal,G,VVS1,61.6,57.0,5.2,5.22,3.21,19,15,2153
37497,0.53,Premium,E,SI2,59.9,58.0,5.31,5.27,3.17,19,17,984
49733,0.53,Ideal,H,VVS1,61.1,57.0,5.22,5.25,3.2,19,19,2154
49679,0.53,Ideal,E,VS1,60.1,57.0,5.25,5.31,3.17,19,21,2143
49765,0.53,Ideal,F,VVS2,61.3,57.0,5.2,5.24,3.2,19,24,2160
49602,0.53,Ideal,G,IF,62.7,56.0,5.23,5.13,3.25,19,26,2137
41427,0.53,'Very Good',E,SI2,63.4,56.0,5.18,5.16,3.28,19,28,1227
40071,0.53,'Very Good',J,VS2,62.9,58.0,5.16,5.18,3.25,19,32,1114
44156,0.53,Ideal,E,SI1,61.4,56.0,5.2,5.26,3.21,19,33,1564
40061,0.53,Premium,H,SI2,62.5,60.0,5.18,5.16,3.23,20,5,1113
49563,0.53,Ideal,F,VVS2,61.6,55.0,5.21,5.24,3.22,20,6,2131
42576,0.53,Good,E,SI1,57.8,57.0,5.33,5.29,3.07,20,8,1328
44169,0.53,Ideal,F,VS2,62.3,55.0,5.17,5.2,3.23,20,12,1566
39732,0.53,'Very Good',G,SI2,60.9,55.0,5.26,5.29,3.21,20,14,1092
37496,0.53,Premium,E,SI2,59.9,58.0,5.31,5.27,3.17,20,17,984
44170,0.53,Ideal,D,SI1,62.3,56.0,5.15,5.18,3.22,20,18,1566
44171,0.53,Ideal,D,SI1,62.0,57.0,5.19,5.23,3.23,20,20,1566
44172,0.53,Premium,D,SI1,61.4,58.0,5.19,5.23,3.2,20,25,1566
49006,0.53,Ideal,G,VVS2,61.7,56.0,5.23,5.2,3.22,20,27,2051
49005,0.53,Ideal,G,VVS2,60.4,56.0,5.29,5.24,3.18,20,28,2051
49590,0.53,'Very Good',G,VVS1,58.9,60.0,5.23,5.3,3.1,20,29,2136
43405,0.53,Ideal,H,VS2,62.5,56.0,5.19,5.15,3.23,20,30,1412
53368,0.53,Ideal,F,IF,61.3,57.0,5.19,5.21,3.19,20,33,2658
45506,0.53,'Very Good',D,VS2,62.6,58.0,5.14,5.18,3.23,21,5,1682
40234,0.53,'Very Good',J,VS2,62.4,58.0,5.15,5.24,3.24,21,8,1124
44301,0.53,'Very Good',F,VS2,63.2,58.0,5.13,5.16,3.25,21,10,1578
50496,0.53,Ideal,F,VVS2,61.0,57.0,5.23,5.26,3.22,21,11,2269
44847,0.53,Good,D,VS2,58.4,58.0,5.31,5.38,3.12,21,12,1625
44305,0.53,Premium,E,VS2,61.4,58.0,5.24,5.19,3.2,21,20,1579
45239,0.53,Ideal,D,VS2,61.0,56.0,5.26,5.29,3.22,21,21,1659
44280,0.53,Ideal,G,VS2,61.8,55.0,5.19,5.22,3.21,21,23,1577
43859,0.53,'Very Good',G,VS2,60.1,59.0,5.22,5.26,3.15,21,26,1449
42039,0.53,Ideal,H,SI1,61.0,56.0,5.23,5.26,3.2,21,28,1268
50519,0.53,Ideal,E,VVS2,62.2,54.0,5.19,5.23,3.24,21,29,2273
50520,0.53,Ideal,F,VVS1,62.1,53.2,5.17,5.21,3.22,21,32,2273
41707,0.53,Premium,F,SI2,62.5,57.0,5.17,5.11,3.21,22,7,1242
42041,0.53,Ideal,H,SI1,61.3,55.0,5.23,5.27,3.22,22,9,1268
41706,0.53,Premium,F,SI2,60.5,60.0,5.23,5.19,3.15,22,10,1242
46588,0.53,Ideal,E,VS2,60.9,56.0,5.27,5.28,3.21,22,13,1786
46088,0.53,Ideal,E,VS2,61.3,55.0,5.22,5.25,3.21,22,17,1739
45240,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,22,18,1659
50540,0.53,Ideal,F,VVS2,61.4,56.0,5.19,5.23,3.2,22,23,2275
50581,0.53,'Very Good',E,VVS2,62.3,55.0,5.18,5.22,3.23,22,25,2280
52766,0.53,Ideal,D,VVS2,62.2,56.0,5.18,5.21,3.23,22,28,2563
48296,0.53,Ideal,G,VVS1,62.1,56.0,5.19,5.21,3.23,22,31,1958
41704,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,22,32,1242
41703,0.53,Good,H,SI1,63.9,55.0,5.19,5.14,3.3,23,5,1242
42036,0.53,'Very Good',F,SI1,62.9,57.0,5.15,5.18,3.25,23,7,1268
42035,0.53,Premium,G,SI1,61.3,58.0,5.16,5.21,3.18,23,9,1268
40328,0.53,Good,E,SI2,63.0,60.0,5.11,5.14,3.23,23,11,1127
42153,0.53,Good,H,VS1,57.6,64.0,5.41,5.36,3.1,23,13,1282
46691,0.53,Ideal,G,VS1,61.5,57.0,5.21,5.23,3.21,23,14,1791
36021,0.53,'Very Good',I,SI1,59.7,63.0,5.22,5.3,3.14,23,16,923
45596,0.53,Ideal,E,VS2,62.1,54.6,5.19,5.21,3.23,23,17,1690
41713,0.53,Ideal,D,SI2,61.7,55.0,5.2,5.24,3.22,23,20,1243
46060,0.53,Good,D,VS2,63.4,55.0,5.11,5.23,3.28,23,21,1734
50419,0.53,Ideal,F,VVS2,61.0,56.0,5.26,5.24,3.2,23,22,2259
42152,0.53,Good,E,SI1,62.6,64.0,5.13,5.22,3.24,23,25,1282
44843,0.53,Ideal,G,VS2,61.0,55.0,5.23,5.24,3.2,23,27,1625
42858,0.53,Premium,H,VS2,59.1,59.0,5.33,5.26,3.13,23,30,1356
5434,0.53,'Very Good',D,IF,59.8,60.0,5.22,5.28,3.14,23,31,3827
42674,0.53,Premium,G,VS2,59.9,60.0,5.24,5.28,3.15,24,7,1335
40326,0.53,Ideal,I,SI1,61.6,56.6,5.19,5.21,3.21,24,8,1127
42675,0.53,Ideal,F,SI2,60.3,56.0,5.25,5.3,3.18,24,10,1335
1035,0.53,Ideal,D,VVS1,62.5,54.0,5.16,5.21,3.24,24,12,2905
50444,0.53,Ideal,E,VVS2,61.9,55.0,5.19,5.22,3.22,24,15,2263
46564,0.53,Premium,D,VS2,62.4,59.0,5.14,5.18,3.22,24,20,1783
42156,0.53,'Very Good',F,SI1,59.2,59.0,5.31,5.34,3.15,24,21,1284
46563,0.53,Ideal,D,VS2,61.0,56.0,5.29,5.26,3.22,24,22,1783
46562,0.53,Ideal,D,VS2,61.4,56.0,5.21,5.18,3.19,24,23,1783
52875,0.53,Good,E,VVS2,63.4,61.0,5.11,5.18,3.26,24,25,2582
45560,0.53,Good,F,VS1,64.2,56.0,5.11,5.14,3.29,24,26,1688
41705,0.53,Good,H,SI1,63.7,55.0,5.15,5.12,3.27,24,28,1242
50362,0.53,Ideal,G,IF,61.8,57.0,5.18,5.22,3.21,24,30,2247
48290,0.53,Premium,H,IF,62.5,59.0,5.15,5.18,3.23,24,31,1957
45244,0.53,Ideal,G,VS1,62.4,54.0,5.18,5.21,3.24,24,32,1659
42033,0.53,Good,G,SI1,63.8,56.0,5.14,5.18,3.29,24,33,1268
42032,0.53,Ideal,F,SI1,62.4,57.0,5.18,5.21,3.24,25,6,1268
44826,0.53,Good,F,VS1,61.8,62.8,5.13,5.16,3.18,25,7,1624
43868,0.53,Ideal,H,VS1,62.3,54.0,5.18,5.22,3.24,25,9,1449
42232,0.53,'Very Good',F,SI1,60.9,56.0,5.21,5.23,3.18,25,10,1291
43651,0.53,Ideal,H,VS2,61.9,55.2,5.21,5.24,3.24,25,11,1435
36631,0.53,Ideal,I,SI2,61.8,54.0,5.22,5.24,3.23,25,12,947
43870,0.53,'Very Good',G,VS2,62.5,56.0,5.16,5.18,3.23,25,13,1450
43321,0.53,Fair,F,VS2,65.5,58.0,5.09,5.03,3.31,25,15,1402
40776,0.53,'Very Good',E,SI2,63.1,58.0,5.15,5.18,3.26,25,17,1167
40769,0.53,Ideal,G,SI1,62.1,53.0,5.22,5.27,3.26,25,18,1166
1996,0.53,Ideal,D,VVS1,61.6,55.0,5.21,5.27,3.23,25,21,3097
44823,0.53,Ideal,F,VS1,61.5,56.0,5.21,5.25,3.22,25,22,1624
38176,0.53,Premium,H,SI2,62.5,60.0,5.16,5.18,3.23,25,24,1015
37820,0.53,Ideal,J,SI2,62.3,58.0,5.13,5.17,3.21,25,25,1002
50363,0.53,Ideal,G,IF,61.4,56.0,5.2,5.24,3.21,25,26,2247
50364,0.53,Ideal,G,IF,61.9,56.0,5.18,5.22,3.21,25,27,2247
43650,0.53,Ideal,I,VVS1,62.2,53.0,5.17,5.21,3.23,25,28,1435
50373,0.53,Ideal,G,VVS2,61.4,57.0,5.17,5.2,3.18,25,29,2250
43656,0.53,Premium,G,VS2,59.9,60.0,5.28,5.24,3.15,25,31,1435
50375,0.53,Ideal,E,VVS2,62.5,57.0,5.12,5.18,3.22,25,32,2250
50223,0.53,Ideal,E,VVS2,62.0,58.0,5.16,5.2,3.21,25,33,2230
46094,0.53,Ideal,F,VS1,61.6,55.0,5.24,5.21,3.22,26,13,1740
45062,0.53,'Very Good',G,VS1,63.1,56.0,5.12,5.15,3.24,26,16,1642
45243,0.53,Ideal,E,VS2,61.7,58.0,5.16,5.27,3.22,26,18,1659
48916,0.54,Ideal,E,VS1,62.0,56.0,5.25,5.17,3.23,26,19,2041
39914,0.54,'Very Good',I,SI2,62.9,57.0,5.18,5.21,3.27,26,21,1105
49545,0.54,'Very Good',G,IF,62.5,58.0,5.19,5.27,3.27,26,25,2128
42567,0.54,Ideal,F,SI1,61.5,55.0,5.25,5.28,3.24,26,29,1327
44155,0.54,Ideal,I,VVS1,62.7,57.0,5.14,5.22,3.25,26,30,1564
51576,0.54,Good,E,VVS2,57.5,61.0,5.47,5.39,3.12,26,33,2391
41684,0.54,Premium,F,SI2,59.6,60.0,5.28,5.25,3.14,27,5,1240
48917,0.54,Ideal,E,VS1,61.0,56.0,5.35,5.24,3.23,27,6,2041
42589,0.54,Premium,F,SI1,61.8,60.0,5.22,5.2,3.22,27,7,1330
51574,0.54,Premium,F,IF,61.9,60.0,5.26,5.21,3.24,27,8,2391
48907,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,27,9,2041
48172,0.54,Premium,I,VVS2,60.9,59.0,5.28,5.26,3.21,27,10,1944
48908,0.54,Ideal,G,VVS1,61.3,56.0,5.25,5.27,3.23,27,11,2041
48909,0.54,Ideal,G,VVS1,61.6,55.0,5.22,5.24,3.22,27,13,2041
42694,0.54,'Very Good',H,VS2,62.6,58.0,5.16,5.19,3.24,27,16,1338
47577,0.54,Ideal,H,VVS1,61.3,56.0,5.23,5.27,3.22,27,17,1875
42763,0.54,'Very Good',F,SI1,61.2,55.0,5.23,5.29,3.22,27,18,1346
41697,0.54,Premium,G,SI1,61.1,57.0,5.27,5.21,3.2,27,21,1241
40041,0.54,Ideal,E,SI2,62.7,57.0,5.2,5.23,3.27,27,22,1111
45132,0.54,'Very Good',F,VS1,60.0,59.0,5.26,5.32,3.17,27,23,1653
44530,0.54,Good,E,SI1,59.9,63.0,5.25,5.3,3.16,27,24,1601
41696,0.54,'Very Good',G,SI1,62.2,57.0,5.17,5.22,3.23,27,25,1241
48180,0.54,Ideal,H,VVS1,61.8,55.0,5.24,5.21,3.23,27,27,1944
44512,0.54,Good,E,SI1,61.5,56.0,5.22,5.26,3.23,27,29,1600
44503,0.54,'Very Good',F,VS1,61.6,59.0,5.26,5.2,3.22,27,30,1600
45832,0.54,Ideal,E,VS2,62.8,55.0,5.21,5.24,3.28,27,31,1713
44517,0.54,Premium,H,VS1,62.6,59.0,5.19,5.22,3.26,27,32,1600
47511,0.54,Ideal,F,VS1,60.9,57.0,5.26,5.21,3.19,28,5,1866
48179,0.54,Ideal,H,VVS1,61.1,57.0,5.26,5.22,3.2,28,11,1944
48177,0.54,Ideal,H,VVS1,60.3,56.0,5.33,5.28,3.2,28,13,1944
41345,0.54,Ideal,I,VS1,61.6,54.0,5.26,5.3,3.25,28,14,1216
44177,0.54,Ideal,G,VS1,61.4,57.0,5.2,5.23,3.2,28,17,1567
48176,0.54,Ideal,H,VVS1,60.4,55.0,5.32,5.27,3.2,28,20,1944
47524,0.54,Ideal,G,VS1,61.4,55.0,5.26,5.3,3.24,28,25,1868
45660,0.54,Premium,F,SI1,62.3,58.0,5.26,5.2,3.26,28,29,1693
41884,0.54,Ideal,I,VS2,61.5,55.0,5.25,5.29,3.24,28,32,1259
41344,0.54,Ideal,I,VS1,61.9,54.0,5.24,5.29,3.26,29,5,1216
41691,0.54,Premium,F,SI2,60.0,60.0,5.27,5.22,3.24,29,7,1240
44175,0.54,Ideal,E,VS2,61.8,55.0,5.22,5.26,3.24,29,8,1567
48918,0.54,Premium,E,VS1,60.3,58.0,5.32,5.26,3.19,29,9,2041
3910,0.54,Ideal,D,VVS1,61.2,57.0,5.25,5.27,3.22,29,11,3494
40072,0.54,Ideal,I,SI1,61.4,56.0,5.25,5.27,3.23,29,15,1114
49467,0.54,'Very Good',D,VS2,60.7,57.0,5.24,5.29,3.2,29,19,2113
49525,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,29,20,2123
47387,0.54,Ideal,E,VS2,61.9,55.0,5.24,5.2,3.23,29,21,1847
